videoId,channelId,durationSecs,errorType,videoViews,channelViews,lr,subs,removeTime
7MbBJ-Javew,UCMRq9ADyETX-Touo4Srph5g,343.0,Unavailable,168.0,142350141.0,C,156000.0,2902.0
rrMv7d-MXsQ,UCMRq9ADyETX-Touo4Srph5g,213.0,Unavailable,607.0,142350141.0,C,156000.0,2944.0
RSCEOj0SUZ0,UCMRq9ADyETX-Touo4Srph5g,50.0,Unavailable,201.0,142350141.0,C,156000.0,2873.0
Ngn0sn1Agd0,UCMRq9ADyETX-Touo4Srph5g,208.0,Unavailable,70.0,142350141.0,C,156000.0,1956.0
jzbvDAoDOKE,UCMRq9ADyETX-Touo4Srph5g,252.0,Unavailable,709.0,142350141.0,C,156000.0,3202.0
ZMHQfXQn-FY,UCMRq9ADyETX-Touo4Srph5g,106.0,Unavailable,207.0,142350141.0,C,156000.0,2976.0
e8Cvhddi7DA,UCMRq9ADyETX-Touo4Srph5g,382.0,Unavailable,52.0,142350141.0,C,156000.0,1900.0
XUbRsV8CteE,UCMRq9ADyETX-Touo4Srph5g,22.0,Unavailable,91.0,142350141.0,C,156000.0,3163.0
cFb-vkpocck,UCMRq9ADyETX-Touo4Srph5g,146.0,Unavailable,141.0,142350141.0,C,156000.0,2926.0
qr3Qxr2e7LQ,UCMRq9ADyETX-Touo4Srph5g,191.0,Unavailable,438.0,142350141.0,C,156000.0,2814.0
nw1zru84okg,UCMRq9ADyETX-Touo4Srph5g,110.0,Unavailable,60.0,142350141.0,C,156000.0,2964.0
tFHucuL29no,UCMRq9ADyETX-Touo4Srph5g,1989.0,Unavailable,133057.0,142350141.0,C,156000.0,2908.0
y2eI_c5kTAA,UCMRq9ADyETX-Touo4Srph5g,105.0,Unavailable,101.0,142350141.0,C,156000.0,3106.0
aIbDgbbfzME,UCMRq9ADyETX-Touo4Srph5g,323.0,Unavailable,9644.0,142350141.0,C,156000.0,3109.0
11R3-dyKhuo,UCMRq9ADyETX-Touo4Srph5g,132.0,Unavailable,561.0,142350141.0,C,156000.0,3185.0
xm_7MZEJL54,UCMRq9ADyETX-Touo4Srph5g,150.0,Unavailable,25.0,142350141.0,C,156000.0,3110.0
dUx2eKRkPH0,UCMRq9ADyETX-Touo4Srph5g,197.0,Unavailable,517.0,142350141.0,C,156000.0,2989.0
yRI0MjFFLm0,UCMRq9ADyETX-Touo4Srph5g,157.0,Unavailable,54.0,142350141.0,C,156000.0,2751.0
r31VweiExXw,UCMRq9ADyETX-Touo4Srph5g,104.0,Unavailable,88.0,142350141.0,C,156000.0,3077.0
LOnyVsJc2NA,UCMRq9ADyETX-Touo4Srph5g,140.0,Unavailable,14915.0,142350141.0,C,156000.0,2977.0
RC07E63jGpo,UCMRq9ADyETX-Touo4Srph5g,195.0,Unavailable,3143.0,142350141.0,C,156000.0,2822.0
9eAygXt-8Ro,UCMRq9ADyETX-Touo4Srph5g,184.0,Unavailable,92.0,142350141.0,C,156000.0,2854.0
duANCj5koRs,UCMRq9ADyETX-Touo4Srph5g,533.0,Unavailable,38640.0,142350141.0,C,156000.0,3129.0
BVqgLTKUYl0,UCMRq9ADyETX-Touo4Srph5g,169.0,Unavailable,98.0,142350141.0,C,156000.0,2761.0
dqnuA0BXaLo,UCMRq9ADyETX-Touo4Srph5g,245.0,Unavailable,494.0,142350141.0,C,156000.0,2783.0
DRQILcQ527I,UCMRq9ADyETX-Touo4Srph5g,156.0,Unavailable,259.0,142350141.0,C,156000.0,2752.0
-wR6TvJu4pI,UCMRq9ADyETX-Touo4Srph5g,153.0,Unavailable,122.0,142350141.0,C,156000.0,3180.0
DKYJtmqduZo,UCMRq9ADyETX-Touo4Srph5g,269.0,Unavailable,319.0,142350141.0,C,156000.0,3073.0
hW1pBAbmRZU,UCMRq9ADyETX-Touo4Srph5g,195.0,Unavailable,1205.0,142350141.0,C,156000.0,1825.0
q921UroRjUs,UCMRq9ADyETX-Touo4Srph5g,287.0,Unavailable,688.0,142350141.0,C,156000.0,2792.0
pjBGSbBBqUk,UCMRq9ADyETX-Touo4Srph5g,150.0,Unavailable,447.0,142350141.0,C,156000.0,3003.0
CuOAJT_x9CE,UCMRq9ADyETX-Touo4Srph5g,169.0,Unavailable,167.0,142350141.0,C,156000.0,3065.0
-f1Vi21kaMQ,UCMRq9ADyETX-Touo4Srph5g,293.0,Unavailable,78.0,142350141.0,C,156000.0,3181.0
Y0BvEmxCAeE,UCMRq9ADyETX-Touo4Srph5g,361.0,Unavailable,235.0,142350141.0,C,156000.0,3070.0
MVjU8hRTKcs,UCMRq9ADyETX-Touo4Srph5g,260.0,Unavailable,30.0,142350141.0,C,156000.0,3164.0
AScRuEKOayg,UCMRq9ADyETX-Touo4Srph5g,230.0,Unavailable,76.0,142350141.0,C,156000.0,2027.0
ZZ8hTil33Fg,UCMRq9ADyETX-Touo4Srph5g,105.0,Unavailable,150.0,142350141.0,C,156000.0,2961.0
OUDYqsGwKZE,UCMRq9ADyETX-Touo4Srph5g,394.0,Unavailable,209.0,142350141.0,C,156000.0,3033.0
7jzlV7jgJsE,UCMRq9ADyETX-Touo4Srph5g,79.0,Unavailable,835.0,142350141.0,C,156000.0,2910.0
WzTsuE84bgE,UCMRq9ADyETX-Touo4Srph5g,197.0,Unavailable,107.0,142350141.0,C,156000.0,3178.0
I_E51ibWs78,UCMRq9ADyETX-Touo4Srph5g,154.0,Unavailable,1488.0,142350141.0,C,156000.0,3061.0
1EU2xH0123M,UCMRq9ADyETX-Touo4Srph5g,229.0,Unavailable,7173.0,142350141.0,C,156000.0,2985.0
58OKrlQPZP4,UCMRq9ADyETX-Touo4Srph5g,70.0,Unavailable,99.0,142350141.0,C,156000.0,3178.0
2RLlYBcAyV8,UCMRq9ADyETX-Touo4Srph5g,207.0,Unavailable,34.0,142350141.0,C,156000.0,2027.0
nAANb2VXef0,UCMRq9ADyETX-Touo4Srph5g,107.0,Unavailable,312.0,142350141.0,C,156000.0,3061.0
Q-zDW7eNYOs,UCMRq9ADyETX-Touo4Srph5g,243.0,Unavailable,23791.0,142350141.0,C,156000.0,3122.0
DivUDEzMjbQ,UCMRq9ADyETX-Touo4Srph5g,122.0,Unavailable,165.0,142350141.0,C,156000.0,3177.0
3lHeQcHCl0k,UCMRq9ADyETX-Touo4Srph5g,107.0,Unavailable,44.0,142350141.0,C,156000.0,3050.0
-znGB_JWOTg,UCMRq9ADyETX-Touo4Srph5g,114.0,Unavailable,158.0,142350141.0,C,156000.0,3112.0
CEAX8AhITF4,UCMRq9ADyETX-Touo4Srph5g,254.0,Unavailable,202.0,142350141.0,C,156000.0,2798.0
rKz47qOdhAI,UCMRq9ADyETX-Touo4Srph5g,158.0,Unavailable,62.0,142350141.0,C,156000.0,3156.0
cSM0Ydwb53E,UCMRq9ADyETX-Touo4Srph5g,207.0,Unavailable,88.0,142350141.0,C,156000.0,2945.0
MJB4Xq_lJQo,UCMRq9ADyETX-Touo4Srph5g,207.0,Unavailable,238.0,142350141.0,C,156000.0,2947.0
wS_9cXpGAE4,UCMRq9ADyETX-Touo4Srph5g,159.0,Unavailable,211.0,142350141.0,C,156000.0,2921.0
qlc6RPETzdg,UCMRq9ADyETX-Touo4Srph5g,384.0,Unavailable,92.0,142350141.0,C,156000.0,2999.0
m4aDGfbq92E,UCMRq9ADyETX-Touo4Srph5g,431.0,Unavailable,5321.0,142350141.0,C,156000.0,2908.0
J5XEhylFJOw,UCMRq9ADyETX-Touo4Srph5g,447.0,Unavailable,2282.0,142350141.0,C,156000.0,2843.0
FfcwFwk0xgg,UCMRq9ADyETX-Touo4Srph5g,331.0,Unavailable,111.0,142350141.0,C,156000.0,2909.0
vkxJGVth9jA,UCMRq9ADyETX-Touo4Srph5g,82.0,Unavailable,959.0,142350141.0,C,156000.0,2869.0
r5O8tBYtlz4,UCMRq9ADyETX-Touo4Srph5g,335.0,Unavailable,193.0,142350141.0,C,156000.0,2950.0
2ov1qcmVma4,UCMRq9ADyETX-Touo4Srph5g,301.0,Unavailable,325.0,142350141.0,C,156000.0,3035.0
2Em6k2lZTTk,UCMRq9ADyETX-Touo4Srph5g,318.0,Unavailable,138.0,142350141.0,C,156000.0,2894.0
n3wsJdLmmMk,UCMRq9ADyETX-Touo4Srph5g,144.0,Unavailable,2898.0,142350141.0,C,156000.0,2918.0
z7JN7zPlhIw,UCMRq9ADyETX-Touo4Srph5g,71.0,Unavailable,7385.0,142350141.0,C,156000.0,2911.0
Tqr3THDpUow,UCMRq9ADyETX-Touo4Srph5g,221.0,Unavailable,67.0,142350141.0,C,156000.0,3016.0
xg-bCpnfrs8,UCMRq9ADyETX-Touo4Srph5g,381.0,Unavailable,121.0,142350141.0,C,156000.0,3043.0
yW6uLESQ6Pk,UCMRq9ADyETX-Touo4Srph5g,335.0,Unavailable,178.0,142350141.0,C,156000.0,3095.0
SzMUCgAolg4,UCMRq9ADyETX-Touo4Srph5g,349.0,Unavailable,221.0,142350141.0,C,156000.0,2944.0
zPHz_GFl-jQ,UCMRq9ADyETX-Touo4Srph5g,70.0,Unavailable,1939.0,142350141.0,C,156000.0,2893.0
zKP7XtBVR4Q,UCMRq9ADyETX-Touo4Srph5g,84.0,Unavailable,455.0,142350141.0,C,156000.0,3080.0
JTvNpIVgPJ0,UCMRq9ADyETX-Touo4Srph5g,43.0,Unavailable,509.0,142350141.0,C,156000.0,3024.0
M5Ox6YoLDMs,UCMRq9ADyETX-Touo4Srph5g,281.0,Unavailable,2935.0,142350141.0,C,156000.0,3024.0
jHlXXrfmoKs,UCMRq9ADyETX-Touo4Srph5g,142.0,Unavailable,1775.0,142350141.0,C,156000.0,3103.0
PuIG_L5zHwo,UCMRq9ADyETX-Touo4Srph5g,295.0,Unavailable,162.0,142350141.0,C,156000.0,3094.0
6iqI-334a3k,UCMRq9ADyETX-Touo4Srph5g,102.0,Unavailable,2028.0,142350141.0,C,156000.0,2822.0
xP0EtHuNjv8,UCMRq9ADyETX-Touo4Srph5g,115.0,Unavailable,1268.0,142350141.0,C,156000.0,2910.0
8b_ZSEZoBEo,UCMRq9ADyETX-Touo4Srph5g,112.0,Unavailable,171.0,142350141.0,C,156000.0,2854.0
KApdib-MmGc,UCMRq9ADyETX-Touo4Srph5g,147.0,Unavailable,290.0,142350141.0,C,156000.0,2962.0
Yvmtd0NyS6g,UCMRq9ADyETX-Touo4Srph5g,89.0,Unavailable,1317.0,142350141.0,C,156000.0,3025.0
3BVwgtMVbDo,UCMRq9ADyETX-Touo4Srph5g,267.0,Unavailable,1188.0,142350141.0,C,156000.0,3050.0
zLX1FP3LoOc,UCMRq9ADyETX-Touo4Srph5g,267.0,Unavailable,133.0,142350141.0,C,156000.0,3094.0
nyR-YvvH_nc,UCMRq9ADyETX-Touo4Srph5g,228.0,Unavailable,68.0,142350141.0,C,156000.0,2999.0
vAUkfl1uVCM,UCMRq9ADyETX-Touo4Srph5g,284.0,Unavailable,103.0,142350141.0,C,156000.0,3094.0
BpEOefDvUhc,UCMRq9ADyETX-Touo4Srph5g,292.0,Unavailable,88.0,142350141.0,C,156000.0,2821.0
jsDyqIxdFcU,UCMRq9ADyETX-Touo4Srph5g,133.0,Unavailable,281.0,142350141.0,C,156000.0,3173.0
SLqSjpZHNFw,UCMRq9ADyETX-Touo4Srph5g,238.0,Unavailable,1681.0,142350141.0,C,156000.0,3036.0
PHmQre2k6Qk,UCMRq9ADyETX-Touo4Srph5g,10.0,Unavailable,1804.0,142350141.0,C,156000.0,3114.0
v2RfSa6kdLo,UCMRq9ADyETX-Touo4Srph5g,338.0,Unavailable,35192.0,142350141.0,C,156000.0,3109.0
NhNy8_QVJW0,UCMRq9ADyETX-Touo4Srph5g,280.0,Unavailable,132.0,142350141.0,C,156000.0,2880.0
aRv5nc2GSA0,UCMRq9ADyETX-Touo4Srph5g,500.0,Unavailable,258.0,142350141.0,C,156000.0,2896.0
B2jjjofIdf8,UCMRq9ADyETX-Touo4Srph5g,291.0,Unavailable,5076.0,142350141.0,C,156000.0,3032.0
RAluWZBg6jQ,UCMRq9ADyETX-Touo4Srph5g,175.0,Unavailable,498.0,142350141.0,C,156000.0,2816.0
h2uQSOPwQDQ,UCMRq9ADyETX-Touo4Srph5g,10.0,Unavailable,252.0,142350141.0,C,156000.0,3649.0
Fzzj3IQY_t8,UCMRq9ADyETX-Touo4Srph5g,170.0,Unavailable,45.0,142350141.0,C,156000.0,2962.0
zTGl3DnmAlw,UCMRq9ADyETX-Touo4Srph5g,214.0,Unavailable,45585.0,142350141.0,C,156000.0,3439.0
1dk39j8kKmo,UCMRq9ADyETX-Touo4Srph5g,111.0,Unavailable,32.0,142350141.0,C,156000.0,3127.0
ShlUq60SxBE,UCMRq9ADyETX-Touo4Srph5g,86.0,Unavailable,402.0,142350141.0,C,156000.0,3014.0
GNcN-k3qtaw,UCMRq9ADyETX-Touo4Srph5g,338.0,Unavailable,322.0,142350141.0,C,156000.0,3090.0
4_GX_fxVG9A,UCMRq9ADyETX-Touo4Srph5g,321.0,Unavailable,58.0,142350141.0,C,156000.0,2919.0
XyBTvcNOh3s,UCMRq9ADyETX-Touo4Srph5g,170.0,Unavailable,346.0,142350141.0,C,156000.0,3186.0
mkeeJbWOHpQ,UCMRq9ADyETX-Touo4Srph5g,200.0,Unavailable,277.0,142350141.0,C,156000.0,2953.0
u5GUZjAV-WE,UCMRq9ADyETX-Touo4Srph5g,171.0,Unavailable,243.0,142350141.0,C,156000.0,3080.0
azhZYuUt-Ps,UCMRq9ADyETX-Touo4Srph5g,190.0,Unavailable,17859.0,142350141.0,C,156000.0,3019.0
hve0MBIgscE,UCMRq9ADyETX-Touo4Srph5g,33.0,Unavailable,813.0,142350141.0,C,156000.0,3159.0
ba9s1TILqXs,UCMRq9ADyETX-Touo4Srph5g,192.0,Unavailable,45.0,142350141.0,C,156000.0,2904.0
p97EouuhssI,UCMRq9ADyETX-Touo4Srph5g,479.0,Unavailable,482.0,142350141.0,C,156000.0,3041.0
1Z3ouA_QvjU,UCMRq9ADyETX-Touo4Srph5g,308.0,Unavailable,146.0,142350141.0,C,156000.0,2972.0
PHko-dKQ6l0,UCMRq9ADyETX-Touo4Srph5g,302.0,Unavailable,2755.0,142350141.0,C,156000.0,3018.0
60c0fDxnso8,UCMRq9ADyETX-Touo4Srph5g,395.0,Unavailable,342.0,142350141.0,C,156000.0,2986.0
ZS2UDvbO9Sg,UCMRq9ADyETX-Touo4Srph5g,153.0,Unavailable,988.0,142350141.0,C,156000.0,2875.0
Uuu6H0hunvM,UCMRq9ADyETX-Touo4Srph5g,272.0,Unavailable,7642.0,142350141.0,C,156000.0,3004.0
JnkoNcbmkJ0,UCMRq9ADyETX-Touo4Srph5g,159.0,Unavailable,187.0,142350141.0,C,156000.0,2900.0
nLY5sdgdftM,UCMRq9ADyETX-Touo4Srph5g,336.0,Unavailable,640.0,142350141.0,C,156000.0,2813.0
0syENms0w5M,UCMRq9ADyETX-Touo4Srph5g,337.0,Unavailable,128.0,142350141.0,C,156000.0,1956.0
Df_swQwLwzY,UCMRq9ADyETX-Touo4Srph5g,107.0,Unavailable,30.0,142350141.0,C,156000.0,3177.0
Up4qaBjjFoE,UCMRq9ADyETX-Touo4Srph5g,340.0,Unavailable,16411.0,142350141.0,C,156000.0,2758.0
ecTZLrwy3yE,UCMRq9ADyETX-Touo4Srph5g,121.0,Unavailable,87.0,142350141.0,C,156000.0,3025.0
ksp2sCczmpw,UCMRq9ADyETX-Touo4Srph5g,130.0,Unavailable,1879.0,142350141.0,C,156000.0,3017.0
vQO29z6LqqY,UCMRq9ADyETX-Touo4Srph5g,139.0,Unavailable,128.0,142350141.0,C,156000.0,2952.0
e3iQaj8FyAw,UCMRq9ADyETX-Touo4Srph5g,126.0,Unavailable,992.0,142350141.0,C,156000.0,2847.0
rujBDl4ENpw,UCMRq9ADyETX-Touo4Srph5g,165.0,Unavailable,229.0,142350141.0,C,156000.0,2932.0
26H3Dy0et3Q,UCMRq9ADyETX-Touo4Srph5g,113.0,Unavailable,271.0,142350141.0,C,156000.0,2926.0
zx8i7vzvEvg,UCMRq9ADyETX-Touo4Srph5g,259.0,Unavailable,211.0,142350141.0,C,156000.0,2985.0
Goo4QXAYP-g,UCMRq9ADyETX-Touo4Srph5g,178.0,Unavailable,82.0,142350141.0,C,156000.0,3050.0
2fa3n_z_lQU,UCMRq9ADyETX-Touo4Srph5g,262.0,Unavailable,6500.0,142350141.0,C,156000.0,2945.0
sGZrP6ZgKF8,UCMRq9ADyETX-Touo4Srph5g,196.0,Unavailable,98.0,142350141.0,C,156000.0,3122.0
jMoTMPHILEg,UCMRq9ADyETX-Touo4Srph5g,105.0,Unavailable,340.0,142350141.0,C,156000.0,3143.0
MzyzFq6xkSM,UCMRq9ADyETX-Touo4Srph5g,66.0,Unavailable,531.0,142350141.0,C,156000.0,2905.0
bPQp5tBxn1A,UCMRq9ADyETX-Touo4Srph5g,213.0,Unavailable,480.0,142350141.0,C,156000.0,2871.0
A1fMzrEFRYQ,UCMRq9ADyETX-Touo4Srph5g,278.0,Unavailable,8766.0,142350141.0,C,156000.0,2833.0
Sihqc4DXXww,UCMRq9ADyETX-Touo4Srph5g,149.0,Unavailable,188.0,142350141.0,C,156000.0,3100.0
8BGc5c4HBNI,UCMRq9ADyETX-Touo4Srph5g,398.0,Unavailable,187.0,142350141.0,C,156000.0,2857.0
Tn922fJGkD8,UCMRq9ADyETX-Touo4Srph5g,158.0,Unavailable,1533.0,142350141.0,C,156000.0,2930.0
hCfknPfXDy4,UCMRq9ADyETX-Touo4Srph5g,420.0,Unavailable,517.0,142350141.0,C,156000.0,2845.0
4CXPHbFFx9E,UCMRq9ADyETX-Touo4Srph5g,394.0,Unavailable,514.0,142350141.0,C,156000.0,3049.0
7xPZEH2GWOI,UCMRq9ADyETX-Touo4Srph5g,90.0,Unavailable,421.0,142350141.0,C,156000.0,3171.0
7tZKLEi2hEs,UCMRq9ADyETX-Touo4Srph5g,123.0,Unavailable,94.0,142350141.0,C,156000.0,3142.0
nrwnBGsyX8o,UCMRq9ADyETX-Touo4Srph5g,203.0,Unavailable,21554.0,142350141.0,C,156000.0,3082.0
JudoiTPFCpA,UCMRq9ADyETX-Touo4Srph5g,185.0,Unavailable,4419.0,142350141.0,C,156000.0,2921.0
n8QaEPmMn6w,UCMRq9ADyETX-Touo4Srph5g,250.0,Unavailable,1678.0,142350141.0,C,156000.0,3754.0
qMxHUT4MPeI,UCMRq9ADyETX-Touo4Srph5g,360.0,Unavailable,216.0,142350141.0,C,156000.0,2944.0
zpBUG2Z3Ad8,UCMRq9ADyETX-Touo4Srph5g,220.0,Unavailable,520.0,142350141.0,C,156000.0,2876.0
JUR8MxCbv-E,UCMRq9ADyETX-Touo4Srph5g,240.0,Unavailable,401.0,142350141.0,C,156000.0,2771.0
tU5kA8I6WLU,UCMRq9ADyETX-Touo4Srph5g,151.0,Unavailable,91.0,142350141.0,C,156000.0,2751.0
qt-uz0_rSN4,UCMRq9ADyETX-Touo4Srph5g,297.0,Unavailable,153.0,142350141.0,C,156000.0,3018.0
Y_ygiHcMoNI,UCMRq9ADyETX-Touo4Srph5g,274.0,Unavailable,2628.0,142350141.0,C,156000.0,2856.0
6hhh1M8F9G4,UCMRq9ADyETX-Touo4Srph5g,171.0,Unavailable,214.0,142350141.0,C,156000.0,3173.0
lohSveAj0gU,UCMRq9ADyETX-Touo4Srph5g,140.0,Unavailable,667.0,142350141.0,C,156000.0,3095.0
QPj580a_x-k,UCMRq9ADyETX-Touo4Srph5g,309.0,Unavailable,1081.0,142350141.0,C,156000.0,3194.0
0dcnupmGGiI,UCMRq9ADyETX-Touo4Srph5g,157.0,Unavailable,114.0,142350141.0,C,156000.0,3124.0
1Ws_SYn9rc8,UCMRq9ADyETX-Touo4Srph5g,131.0,Unavailable,10.0,142350141.0,C,156000.0,3144.0
tt2uLuzCmeE,UCMRq9ADyETX-Touo4Srph5g,162.0,Unavailable,61.0,142350141.0,C,156000.0,3134.0
k3QG0mH530A,UCMRq9ADyETX-Touo4Srph5g,147.0,Unavailable,242.0,142350141.0,C,156000.0,2893.0
ulJyCITk4cU,UCMRq9ADyETX-Touo4Srph5g,186.0,Unavailable,17401.0,142350141.0,C,156000.0,2933.0
bXEiXFqdrWE,UCMRq9ADyETX-Touo4Srph5g,458.0,Unavailable,448.0,142350141.0,C,156000.0,2756.0
nMNYgFtc4KM,UCMRq9ADyETX-Touo4Srph5g,127.0,Unavailable,47.0,142350141.0,C,156000.0,3058.0
t0wOCKmfF4A,UCMRq9ADyETX-Touo4Srph5g,272.0,Unavailable,1546.0,142350141.0,C,156000.0,3259.0
X-mjSfyEUgE,UCMRq9ADyETX-Touo4Srph5g,208.0,Unavailable,113.0,142350141.0,C,156000.0,2019.0
fkP2tvxFHvA,UCMRq9ADyETX-Touo4Srph5g,134.0,Unavailable,408.0,142350141.0,C,156000.0,2019.0
G4GqTw3RQL0,UCMRq9ADyETX-Touo4Srph5g,241.0,Unavailable,363.0,142350141.0,C,156000.0,2937.0
3-0XcNPZIDc,UCMRq9ADyETX-Touo4Srph5g,279.0,Unavailable,939.0,142350141.0,C,156000.0,2942.0
VIihTuvSljI,UCMRq9ADyETX-Touo4Srph5g,189.0,Unavailable,336.0,142350141.0,C,156000.0,3072.0
UtA4lAYjmhs,UCMRq9ADyETX-Touo4Srph5g,369.0,Unavailable,14144.0,142350141.0,C,156000.0,2780.0
RInheQZ8adU,UCMRq9ADyETX-Touo4Srph5g,219.0,Unavailable,1378.0,142350141.0,C,156000.0,2918.0
PuwIg4Ax6-w,UCMRq9ADyETX-Touo4Srph5g,234.0,Unavailable,89.0,142350141.0,C,156000.0,2768.0
nn71eXhVGCU,UCMRq9ADyETX-Touo4Srph5g,295.0,Unavailable,149.0,142350141.0,C,156000.0,2935.0
b4M8panz_SM,UCMRq9ADyETX-Touo4Srph5g,323.0,Unavailable,2651.0,142350141.0,C,156000.0,3124.0
WxJw1L4WAuk,UCMRq9ADyETX-Touo4Srph5g,223.0,Unavailable,153.0,142350141.0,C,156000.0,2812.0
h1XtiFTSIFw,UCMRq9ADyETX-Touo4Srph5g,169.0,Unavailable,124.0,142350141.0,C,156000.0,2961.0
gO0T_UJ1v84,UCMRq9ADyETX-Touo4Srph5g,163.0,Unavailable,103.0,142350141.0,C,156000.0,3152.0
721iKFVj8Cs,UCMRq9ADyETX-Touo4Srph5g,255.0,Unavailable,67544.0,142350141.0,C,156000.0,2792.0
x7x_1uqwhZg,UCMRq9ADyETX-Touo4Srph5g,183.0,Unavailable,81326.0,142350141.0,C,156000.0,3211.0
E5Kq1GV_DqI,UCMRq9ADyETX-Touo4Srph5g,161.0,Unavailable,80.0,142350141.0,C,156000.0,2977.0
KaOIdutuPqk,UCMRq9ADyETX-Touo4Srph5g,79.0,Unavailable,1384.0,142350141.0,C,156000.0,3071.0
Iu0nRKlnuxo,UCMRq9ADyETX-Touo4Srph5g,423.0,Unavailable,965.0,142350141.0,C,156000.0,2866.0
kk5AUCgcC4I,UCMRq9ADyETX-Touo4Srph5g,275.0,Unavailable,6530.0,142350141.0,C,156000.0,2911.0
RrLPp8EpMfg,UCMRq9ADyETX-Touo4Srph5g,174.0,Unavailable,114.0,142350141.0,C,156000.0,3065.0
FlKKLnf_M_M,UCMRq9ADyETX-Touo4Srph5g,279.0,Unavailable,58.0,142350141.0,C,156000.0,3141.0
9J8gaxEwy-w,UCMRq9ADyETX-Touo4Srph5g,79.0,Unavailable,334.0,142350141.0,C,156000.0,2778.0
VeV5EjZTR9Q,UCMRq9ADyETX-Touo4Srph5g,294.0,Unavailable,2397.0,142350141.0,C,156000.0,3154.0
sAK4fD2XoH4,UCMRq9ADyETX-Touo4Srph5g,93.0,Unavailable,353.0,142350141.0,C,156000.0,3099.0
VrxJGeqDF8E,UCMRq9ADyETX-Touo4Srph5g,293.0,Unavailable,1498.0,142350141.0,C,156000.0,3103.0
svPnaEw445c,UCMRq9ADyETX-Touo4Srph5g,357.0,Unavailable,78.0,142350141.0,C,156000.0,3092.0
3FwHOyBQR3E,UCMRq9ADyETX-Touo4Srph5g,87.0,Unavailable,333.0,142350141.0,C,156000.0,2918.0
ct73uxlO-fo,UCMRq9ADyETX-Touo4Srph5g,288.0,Unavailable,166.0,142350141.0,C,156000.0,2829.0
tc76l78WLyE,UCMRq9ADyETX-Touo4Srph5g,192.0,Unavailable,75.0,142350141.0,C,156000.0,2802.0
1O7H9inhSJ0,UCMRq9ADyETX-Touo4Srph5g,312.0,Unavailable,110.0,142350141.0,C,156000.0,2845.0
P0dkQAe73Ms,UCMRq9ADyETX-Touo4Srph5g,328.0,Unavailable,105.0,142350141.0,C,156000.0,2957.0
Y78nFTz3Fqw,UCMRq9ADyETX-Touo4Srph5g,203.0,Unavailable,53.0,142350141.0,C,156000.0,2918.0
tqXOwZT47CU,UCMRq9ADyETX-Touo4Srph5g,281.0,Unavailable,5184.0,142350141.0,C,156000.0,3263.0
pIsRmrTrhuo,UCMRq9ADyETX-Touo4Srph5g,428.0,Unavailable,2565.0,142350141.0,C,156000.0,3293.0
I6zhi0A5xr4,UCMRq9ADyETX-Touo4Srph5g,307.0,Unavailable,9777.0,142350141.0,C,156000.0,3074.0
XTQ64MAIHKQ,UCMRq9ADyETX-Touo4Srph5g,346.0,Unavailable,831.0,142350141.0,C,156000.0,2766.0
XII8C-HTwW4,UCMRq9ADyETX-Touo4Srph5g,173.0,Unavailable,42.0,142350141.0,C,156000.0,2897.0
GFaCrp-e0Z4,UCMRq9ADyETX-Touo4Srph5g,209.0,Unavailable,3067.0,142350141.0,C,156000.0,2872.0
wBjvxwufudw,UCMRq9ADyETX-Touo4Srph5g,121.0,Unavailable,300.0,142350141.0,C,156000.0,2792.0
NxUgeYYhdus,UCMRq9ADyETX-Touo4Srph5g,185.0,Unavailable,194.0,142350141.0,C,156000.0,2807.0
-iHPkb4btL0,UCMRq9ADyETX-Touo4Srph5g,173.0,Unavailable,305.0,142350141.0,C,156000.0,3148.0
NdXVNXLPh8E,UCMRq9ADyETX-Touo4Srph5g,360.0,Unavailable,160.0,142350141.0,C,156000.0,3175.0
CeNGiIVRwrw,UCMRq9ADyETX-Touo4Srph5g,122.0,Unavailable,260.0,142350141.0,C,156000.0,3060.0
cdRFRrheZac,UCMRq9ADyETX-Touo4Srph5g,270.0,Unavailable,1550.0,142350141.0,C,156000.0,2858.0
ATJ1mpJ0FbY,UCMRq9ADyETX-Touo4Srph5g,199.0,Unavailable,84.0,142350141.0,C,156000.0,2815.0
hocAch0Khmo,UCMRq9ADyETX-Touo4Srph5g,390.0,Unavailable,249.0,142350141.0,C,156000.0,2760.0
PuUWQrSHEb4,UCMRq9ADyETX-Touo4Srph5g,203.0,Unavailable,35.0,142350141.0,C,156000.0,2975.0
3kH_HL6WSJM,UCMRq9ADyETX-Touo4Srph5g,68.0,Unavailable,23160.0,142350141.0,C,156000.0,2868.0
WgEK2zX4-70,UCMRq9ADyETX-Touo4Srph5g,174.0,Unavailable,16076.0,142350141.0,C,156000.0,3120.0
mR6rtvjIrxg,UCMRq9ADyETX-Touo4Srph5g,381.0,Unavailable,2630.0,142350141.0,C,156000.0,3063.0
cvAxJ7J0BZE,UCMRq9ADyETX-Touo4Srph5g,190.0,Unavailable,610.0,142350141.0,C,156000.0,2991.0
pYI92XM-Lk4,UCMRq9ADyETX-Touo4Srph5g,362.0,Unavailable,140.0,142350141.0,C,156000.0,2992.0
AM41-Yidwzo,UCMRq9ADyETX-Touo4Srph5g,146.0,Unavailable,157.0,142350141.0,C,156000.0,2898.0
_HNxs-y88rw,UCMRq9ADyETX-Touo4Srph5g,112.0,Unavailable,486.0,142350141.0,C,156000.0,2774.0
